Store_ID,Store_Name,Store_Zip,Search_Term,SKU,Name,Brand,Price_Current,Price_Regular,Price_Label,Discount_End,Unit_Size,Unit_Type,Is_Keto,Is_Vegan,Is_GlutenFree,Image_URL
3000,ShopRite Corporate,08818,Chicken,00738985222222,"Bell & Evans Cut Chicken Wings Family Pack!, 2.5 lb",Bell & Evans,12.99,12.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00738985222222_1
3000,ShopRite Corporate,08818,Chicken,00258828000003,"Bell & Evans Thin Sliced, Boneless, Skinless Chicken Breasts",Bell & Evans,8.49,8.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00258828000003_1
3000,ShopRite Corporate,08818,Chicken,00738985220761,"Bell & Evans 100% Leg Meat Ground Chicken, 16 oz",Bell & Evans,6.49,6.49,,,1.0,ounce,True,False,False,https://images.cdn.shoprite.com/cell/00738985220761_1
3000,ShopRite Corporate,08818,Chicken,00738985222710,"Bell & Evans Chicken Meatballs, 12 oz",Bell & Evans,7.99,7.99,,,1.0,ounce,False,False,True,https://images.cdn.shoprite.com/cell/00738985222710_1
3000,ShopRite Corporate,08818,Chicken,00810882011540,"Kidfresh White Meat Chicken Nuggets & Buttered Pasta Combo Meal, 6.97 oz",Kidfresh,5.49,5.49,On Sale! Limit 4,2025-12-14,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00810882011540_1
3000,ShopRite Corporate,08818,Chicken,00258826000005,"Bell & Evans Boneless, Skinless Chicken Thighs",Bell & Evans,4.99,4.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00258826000005_1
3000,ShopRite Corporate,08818,Chicken,00259811000000,Bell & Evans Spatchcock Chicken,Bell & Evans,5.99,5.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00259811000000_1
3000,ShopRite Corporate,08818,Chicken,00257032000007,Bell & Evans Premium Fresh Young Chicken,Bell & Evans,3.49,3.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00257032000007_1
3000,ShopRite Corporate,08818,Chicken,00225737000004,Bell & Evans Organic Premium Fresh Young Chicken,Bell & Evans,5.99,5.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00225737000004_1
3000,ShopRite Corporate,08818,Chicken,00204526000005,Value Size Boneless Skinless Chicken Breast,CHICKEN,2.69,2.69,,,1.0,pound,False,False,False,https://scontent.thefreshgrocer.com/api/Images/v7/products/779831/dimensions/144x144_padded/jpg
3000,ShopRite Corporate,08818,Chicken,00246953000005,"Bell & Evans Boneless, Skinless Organic Chicken Breasts",Bell & Evans,11.99,11.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00246953000005_1
3000,ShopRite Corporate,08818,Chicken,00738985220709,"Bell & Evans Ground Chicken, 16 oz",Bell & Evans,6.99,6.99,,,1.0,ounce,True,False,False,https://images.cdn.shoprite.com/cell/00738985220709_1
3000,ShopRite Corporate,08818,Chicken,00250450000000,Wholesome Pantry Fresh Chicken Breast Tenderloins,Wholesome Pantry,6.36,6.36,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00250450000000_1
3000,ShopRite Corporate,08818,Chicken,00250446000007,Wholesome Pantry All Natural Fresh Chicken Wings,Wholesome Pantry,7.14,7.14,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00250446000007_1
3000,ShopRite Corporate,08818,Chicken,00250443000000,Wholesome Pantry All Natural Fresh Chicken Split Breasts,Wholesome Pantry,8.62,8.62,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00250443000000_1
3000,ShopRite Corporate,08818,Chicken,00250451000009,Wholesome Pantry Thin Sliced Boneless Skinless Fresh Chicken Breasts,Wholesome Pantry,5.63,5.63,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00250451000009_1
3000,ShopRite Corporate,08818,Chicken,00211460000008,"Bell & Evans Thin Sliced, Boneless, Skinless Organic Chicken Breasts",Bell & Evans,12.99,12.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00211460000008_1
3000,ShopRite Corporate,08818,Chicken,00250455000005,Wholesome Pantry Fresh Hand Trimmed Boneless Thin Sliced Chicken Breasts,Wholesome Pantry,13.0,13.0,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00250455000005_1
3000,ShopRite Corporate,08818,Chicken,00250454000006,Wholesome Pantry All Natural Fresh Hand Trimmed Boneless Skinless Chicken Breasts,Wholesome Pantry,14.98,14.98,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00250454000006_1
3000,ShopRite Corporate,08818,Chicken,00257043000003,"Bell & Evans Boneless, Skinless Organic Chicken Tenders",Bell & Evans,12.99,12.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00257043000003_1
3000,ShopRite Corporate,08818,Chicken,00246954000004,"Bell & Evans Organic Boneless, Skinless Chicken Thighs",Bell & Evans,6.99,6.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00246954000004_1
3000,ShopRite Corporate,08818,Chicken,00041190408153,"Wholesome Pantry Sweet Italian Chicken Sausage, 16 oz",Wholesome Pantry,5.49,5.49,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00041190408153_1
3000,ShopRite Corporate,08818,Chicken,00204522000009,Value Size Bone-In Chicken Thighs,CHICKEN,1.49,1.49,,,1.0,pound,False,False,False,
3000,ShopRite Corporate,08818,Chicken,00041190408160,"Wholesome Pantry Sweet Italian Chicken Sausage with Kale, 16 oz",Wholesome Pantry,5.49,5.49,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00041190408160_1
3000,ShopRite Corporate,08818,Chicken,00072745804618,"Perdue Popcorn Chicken, 26 oz.",Perdue,7.69,7.69,On Sale!,2025-12-14,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00072745804618_1
3000,ShopRite Corporate,08818,Beef,00201820000007,"Certified Angus Beef Prime Beef Loin New York Strip Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef Prime,24.99,24.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201820000007_322
3000,ShopRite Corporate,08818,Beef,00200200000002,"USDA Choice Beef Ribeye Steak, Boneless, Average Weight 1 lb Pack",USDA Choice Beef,20.99,20.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200200000002_322
3000,ShopRite Corporate,08818,Beef,00200432000009,"Certified Angus Beef Loin Porterhouse Steak, Bone In, Average Weight 1.25 lb Pack",Certified Angus Beef,22.49,22.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200432000009_322
3000,ShopRite Corporate,08818,Beef,00200117000003,"USDA Choice Beef Loin Porterhouse Steak, Bone In, Average Weight 1 lb Pack",USDA Choice Beef,16.99,16.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200117000003_322
3000,ShopRite Corporate,08818,Beef,00200571000007,"Certified Angus Beef New York Strip Steak, Bone In, Average Weight 2.5 lb Pack",Certified Angus Beef,44.98,44.98,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200571000007_322
3000,ShopRite Corporate,08818,Beef,00200573000005,"Certified Angus Beef Loin New York Strip Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef,18.99,18.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200573000005_322
3000,ShopRite Corporate,08818,Beef,00200131000003,"USDA Choice Beef Loin New York Strip Steak, Bone In, Average Weight 2 lb Pack",USDA Choice Beef,33.98,33.98,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200131000003_322
3000,ShopRite Corporate,08818,Beef,00200134000000,"USDA Choice Beef Loin New York Strip Steak, Boneless, Average Weight 1 lb Pack",USDA Choice Beef,17.99,17.99,,,1.0,pound,False,False,False,https://images.cdn.shoprite.com/cell/00200134000000_322
3000,ShopRite Corporate,08818,Beef,00200123000004,"USDA Choice Beef Loin Porterhouse Steak, Bone In, Thin Cut, Average Weight 1 lb Pack",USDA Choice Beef,17.49,17.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200123000004_322
3000,ShopRite Corporate,08818,Beef,00200132000002,"USDA Choice Beef Loin New York Strip Steak, Bone In, Thin Sliced, Average Weight 1.25 lb Pack",USDA Choice Beef,17.49,17.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200132000002_322
3000,ShopRite Corporate,08818,Beef,00200135000009,"USDA Choice Beef Loin New York Strip Steak, Thin Sliced, Boneless, Average Weight 1 lb Pack",USDA Choice Beef,18.49,18.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200135000009_322
3000,ShopRite Corporate,08818,Beef,00200755000007,"Nature's Reserve Beef Loin New York Strip Steak, Boneless, Product of Australia, Average Weight 1.25",Nature's Reserve Beef,17.49,17.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200755000007_322
3000,ShopRite Corporate,08818,Beef,00647086044018,"Clayton's Organic Beef Ribeye Steak, 10 oz",Clayton's Organic,14.99,14.99,On Sale!,2025-12-14,1.0,ounce,True,False,False,https://assets.wakefern.com/is/image/wakefern/64708604401-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Beef,00200441000007,"Certified Angus Beef Ribeye Steak, Bone In, Average Weight 1 lb Pack",Certified Angus Beef,19.99,19.99,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20044100000-322?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Beef,00200208000004,"USDA Choice Beef Ribeye Steak, Bone In, Average Weight 1 lb Pack",USDA Choice Beef,18.99,18.99,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20020800000-322?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Beef,00863441000059,"Pre Ribeye Steak 100% Grass-Fed & Finished Beef, 10 oz",Pre,16.99,16.99,,,1.0,ounce,True,False,False,https://assets.wakefern.com/is/image/wakefern/86344100005-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Beef,00200133000001,"USDA Choice Beef Loin New York Strip Steaks, Bone In, Family Pack, Average Weight 3 lb Pack",USDA Choice,50.37,50.37,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200133000001_322
3000,ShopRite Corporate,08818,Beef,00200905000000,"Nature's Reserve Beef Grass Fed Ribeye Steak, Boneless, Product of Australia, Average Weight 1.5 lb",Nature's Reserve Beef,20.99,20.99,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20090500000-322?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Beef,00863441000066,"Pre New York Strip Steak 100% Grass-Fed & Finished Beef, 10 oz",Pre,15.99,15.99,,,1.0,ounce,True,False,False,https://assets.wakefern.com/is/image/wakefern/86344100006-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Beef,00200312000006,"USDA Choice Beef, Hanging Tender",USDA Choice Beef,9.99,9.99,On Sale!,2025-12-14,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200312000006_322
3000,ShopRite Corporate,08818,Beef,00200101000002,"Fresh Beef Loin Tenderloin Steak, Boneless, Average Weight 1lb Pack",USDA Choice Beef,25.99,25.99,On Sale! Limit 5 lbs,2025-12-14,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200101000002_322
3000,ShopRite Corporate,08818,Beef,00200103000000,"USDA Choice Beef Flank Steak, Average Weight 1.5 lb Pack",USDA Choice Beef,23.99,23.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200103000000_322
3000,ShopRite Corporate,08818,Beef,00200451000004,"Certified Angus Beef Chuck Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef,10.79,10.79,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200451000004_322
3000,ShopRite Corporate,08818,Beef,00200439000002,"Certified Angus Beef Club Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef,21.99,21.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200439000002_322
3000,ShopRite Corporate,08818,Beef,00200424000000,"Certified Angus Beef Sirloin Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef,12.99,12.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200424000000_322
3000,ShopRite Corporate,08818,Beef,00200300000001,"USDA Choice Beef Chuck Steak, Boneless, Average Weight 1 lb Pack",USDA Choice Beef,10.29,10.29,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200300000001_322
3000,ShopRite Corporate,08818,Beef,00200100000003,"USDA Choice Beef Sirloin Steak, Boneless, Average Weight 1 lb Pack",USDA Choice Beef,11.99,11.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200100000003_322
3000,ShopRite Corporate,08818,Beef,00200450000005,"Certified Angus Beef Chuck Eye Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef,11.19,11.19,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200450000005_322
3000,ShopRite Corporate,08818,Beef,00200453000002,"Certified Angus Beef Chuck Shoulder Steak, Boneless, Average Weight 1 lb Pack",Certified Angus Beef,9.79,9.79,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200453000002_322
3000,ShopRite Corporate,08818,Beef,00200403000007,"Certified Angus Beef Eye Round Steak, Boneless, Average Weight 1.25 lb Pack",Certified Angus Beef,12.49,12.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00200403000007_322
3000,ShopRite Corporate,08818,Pork,00281513000002,"Fresh Pork Hocks, 1.3 pound",Fresh Pork,4.8,4.8,,,1.0,pound,False,False,False,https://storage.googleapis.com/images-prs-prd-c7e7986.prs.prd.v8.commerce.mi9cloud.com/srs/img/missing-Image-Square.svg
3000,ShopRite Corporate,08818,Pork,00201491000009,"Chairman's Reserve Center Cut Pork Loin Chops, Boneless, Average Weight 1 lb Pack",Chairman's Reserve Pork,3.99,3.99,On Sale!,2025-12-14,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201491000009_322
3000,ShopRite Corporate,08818,Pork,00025317008877,"APPLEGATE Naturals Slow Cooked Uncured Ham, 7 oz",Applegate,7.49,7.49,,,1.0,ounce,True,False,True,https://assets.wakefern.com/is/image/wakefern/2531700887-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00025317670012,"Applegate Organics Black Forest Uncured Ham, 6 oz",Applegate,7.99,7.99,,,1.0,ounce,False,False,True,https://images.cdn.shoprite.com/cell/00025317670012_1
3000,ShopRite Corporate,08818,Pork,00025317005906,"Applegate Naturals Black Forest Uncured Ham, 7 oz",Applegate,7.49,7.49,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00025317005906_1
3000,ShopRite Corporate,08818,Pork,00025317172349,"Applegate Naturals Black Forest Uncured Ham Family Pack, 12 oz",Applegate,8.99,8.99,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00025317172349_1
3000,ShopRite Corporate,08818,Pork,00201466000003,"Chairman's Reserve Prime Pork Loin Tomahawk Chop, Bone In, Average Weight 1 lb Pack",Chairman's Reserve Pork,7.99,7.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201466000003_322
3000,ShopRite Corporate,08818,Pork,00201461000008,"Chairman's Reserve Prime Center Cut Pork Loin Chops, Bone In, Average Weight 1.5 lb Pack",Chairman's Reserve Pork,6.74,6.74,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201461000008_322
3000,ShopRite Corporate,08818,Pork,00201494000006,"Chairman's Reserve Prime Center Cut Pork Loin Roast, Boneless, Average Weight 2.5 lb Pack",Chairman's Reserve Pork,3.29,9.05,On Sale!,2025-12-14,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201494000006_322
3000,ShopRite Corporate,08818,Pork,00201463000006,"Chairman's Reserve Prime Center Cut Pork Loin Chops, Bone In, Thick Cut, Average Weight 1.5 lb Pack",Chairman's Reserve Pork,7.51,7.51,,,1.0,pound,False,False,False,https://images.cdn.shoprite.com/cell/00201463000006_322
3000,ShopRite Corporate,08818,Pork,00025317693004,"Applegate Naturals Classic Pork Breakfast Sausage, 10 count, 7 oz",Applegate,5.99,5.99,,,1.0,ounce,False,False,True,https://images.cdn.shoprite.com/cell/00025317693004_1
3000,ShopRite Corporate,08818,Pork,00201462000007,"Chairman's Reserve Prime Center Cut Pork Loin Chops, Bone In, Thin Sliced, Average Weight 1.5 lb Pac",Chairman's Reserve Pork,6.49,6.49,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201462000007_322
3000,ShopRite Corporate,08818,Pork,00201497000003,"Chairman's Reserve Prime Center Cut Pork Loin Chops, Boneless, Family Pack, Average Weight 3 lb Pack",Chairman's Reserve Pork,3.49,10.47,On Sale!,2025-12-14,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201497000003_322
3000,ShopRite Corporate,08818,Pork,00201492000008,"Chairman's Reserve Prime Center Cut Pork Loin Chops, Boneless, Thin Sliced, Average Weight 1 lb Pack",Chairman's Reserve Pork,4.49,4.49,On Sale!,2025-12-14,1.0,pound,False,False,False,https://images.cdn.shoprite.com/cell/00201492000008_322
3000,ShopRite Corporate,08818,Pork,00281487000008,Wholesome Pantry Pork Tenderloin,Wholesome Pantry,7.99,7.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00281487000008_1
3000,ShopRite Corporate,08818,Pork,00025317101004,"Applegate Natural Hickory Smoked Uncured Sunday Bacon, 8oz",Applegate,7.99,7.99,,,1.0,ounce,False,False,True,https://images.cdn.shoprite.com/cell/00025317101004_1
3000,ShopRite Corporate,08818,Pork,00201242000005,"Bone In Pork Pork Loin Baby Back Ribs, 3.3 pound",Bone In Pork,14.16,14.16,,,1.0,pound,False,False,False,https://assets.wakefern.com/is/image/wakefern/20124400000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00281951000008,Bone In Pork Rib Chop Family Pack,Bone In Pork,3.79,3.79,,,1.0,pound,False,False,False,https://assets.wakefern.com/is/image/wakefern/20113900000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00202674000007,"Smoked Pork hock, 1 pound",Smoked,2.99,2.99,,,1.0,pound,False,False,False,https://assets.wakefern.com/is/image/wakefern/20267400000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00202901000008,"Hatfield Smoked Pork Butt, 1 pound",Hatfield,4.99,4.99,,,1.0,pound,False,False,False,
3000,ShopRite Corporate,08818,Pork,00041190413973,"Bowl & Basket Teriyaki Pork Tenderloin, 18.4 oz",Bowl & Basket,6.99,6.99,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00041190413973_1
3000,ShopRite Corporate,08818,Pork,00201606000009,"Freshly Ground Pork, Average Weight 1.25 lb Pack",Fresh,4.99,4.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201606000009_1
3000,ShopRite Corporate,08818,Pork,00070800049080,"Smithfield Naturally Hickory Smoked Pork Chops, 17 oz",Smithfield,7.29,7.29,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00070800049080_1
3000,ShopRite Corporate,08818,Pork,00070800746835,"Smithfield Sweet Teriyaki Fresh Pork Tenderloin, 18.4 oz",Smithfield,8.99,8.99,,,1.0,ounce,False,False,True,https://images.cdn.shoprite.com/cell/00070800746835_1
3000,ShopRite Corporate,08818,Pork,00202505000008,"Smoked Pork Hocks, Average Weight 2.5 lb Pack",Smoked,7.48,7.48,,,1.0,pound,False,False,False,https://images.cdn.shoprite.com/cell/00202505000008_1
3000,ShopRite Corporate,08818,Pork,00201173000006,"Fresh Rib End Pork Loin Combo, Boneless, Average Weight 9-11 lb Pack",Fresh,2.69,26.9,On Sale!,2025-12-14,1.0,pound,False,False,False,https://assets.wakefern.com/is/image/wakefern/20117300000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00041190413959,"Bowl & Basket Garlic & Herb Pork Loin Filet, 22 oz",Bowl & Basket,6.99,6.99,,,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00041190413959_1
3000,ShopRite Corporate,08818,Pork,00201501000005,"Fresh Pork Neck Bones, Average Weight 1 lb Pack",Fresh,1.99,1.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201501000005_1
3000,ShopRite Corporate,08818,Pork,00070919018724,"Hatfield Tuscan Herb Dry Rubbed Pork Tenderloin, 18.4 oz",Hatfield,5.99,5.99,On Sale! Limit 4,2025-12-14,1.0,ounce,False,False,True,https://assets.wakefern.com/is/image/wakefern/7091901872-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00070800746842,"Smithfield Roasted Garlic & Herb Fresh Pork Tenderloin, 18.4 oz",Smithfield,8.99,8.99,,,1.0,ounce,False,False,True,https://images.cdn.shoprite.com/cell/00070800746842_1
3000,ShopRite Corporate,08818,Pork,00202506000007,"Smoked Pork Neck Bones, Average Weight 2.5 lb Pack",Smoked,2.99,2.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00202506000007_1
3000,ShopRite Corporate,08818,Pork,00041190408375,"Wholesome Pantry Ground Pork, 16 oz",Wholesome Pantry,5.99,5.99,,,1.0,ounce,True,False,False,https://images.cdn.shoprite.com/cell/00041190408375_1
3000,ShopRite Corporate,08818,Pork,00204306000003,"Fresh Pork Loin for Scalloppini, Boneless, Average Weight 1.5 lb Pack",Fresh,5.99,5.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00204306000003_1
3000,ShopRite Corporate,08818,Pork,00201104000006,"Fresh Pork Loin Tenderloin, Boneless, Average weight 2.75 lb Pack",Fresh,8.07,8.07,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20110400000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Pork,00201500000006,"Fresh Pork Long Cut Feet, Average Weight 1 lb Pack",Fresh,2.59,2.59,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00201500000006_1
3000,ShopRite Corporate,08818,Pork,00201103000007,"Fresh Whole Pork Loin, Boneless, Average Weight 10 lb Pack",Fresh,2.49,24.9,On Sale!,2025-12-14,1.0,pound,True,False,True,https://images.cdn.shoprite.com/cell/00201103000007_1
3000,ShopRite Corporate,08818,Fish,00208244000002,Farm Raised Fresh Rainbow Trout Fillet,Fresh,11.99,11.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00208244000002_1
3000,ShopRite Corporate,08818,Fish,00208223000009,Farm Raised Fresh Tilapia Fillet,Fresh,5.99,5.99,On Sale!,2025-12-14,1.0,pound,False,False,False,https://images.cdn.shoprite.com/cell/00208223000009_1
3000,ShopRite Corporate,08818,Fish,00072745815201,"Perdue Air Fryer Ready Restaurant Style Crispy Fillets, 24 oz",Perdue,9.99,9.99,On Sale!,2025-12-14,1.0,ounce,False,False,False,https://images.cdn.shoprite.com/cell/00072745815201_1
3000,ShopRite Corporate,08818,Fish,00023384101200,"Acme Smoked Fish Wild Alaskan Sockeye Smoked Salmon, 3 oz",Acme Smoked Fish,7.99,7.99,,,1.0,ounce,True,False,False,https://images.cdn.shoprite.com/cell/00023384101200_1
3000,ShopRite Corporate,08818,Fish,00208426000004,Farm Raised Fresh Whole Fully Cleaned Red Tilapia,Fresh,5.99,5.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00208426000004_1
3000,ShopRite Corporate,08818,Fish,00208260000000,"Farm Raised Fresh Whole Rainbow Trout, Fully Cleaned ",Fresh,7.99,7.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00208260000000_1
3000,ShopRite Corporate,08818,Fish,00208312000002,Fresh Catfish Fillet,Fresh,9.99,9.99,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20831200000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Fish,00298573000002,Fresh Catfish Nuggets,Fresh,3.99,3.99,,,1.0,pound,True,False,False,https://images.cdn.shoprite.com/cell/00298573000002_1
3000,ShopRite Corporate,08818,Fish,00208213000002,Fresh Flounder Fillet,Fresh,14.99,14.99,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20821300000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Fish,00208215000000,Fresh Monkfish Fillet,Fresh,9.99,9.99,On Sale!,2025-12-14,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20821500000-001?$Mi9Product_cell$
3000,ShopRite Corporate,08818,Fish,00244093000008,"Fresh Prime Cut Steelhead Portions, Farm Raised",Fresh,4.99,4.99,,,1.0,ounce,True,False,False,https://images.cdn.shoprite.com/cell/00244093000008_1
3000,ShopRite Corporate,08818,Fish,00208482000000,Fresh Steelhead Trout Fillet,Fresh,14.99,14.99,,,1.0,pound,True,False,False,https://assets.wakefern.com/is/image/wakefern/20848200000-001?$Mi9Product_cell$
